estado,estadoIBGE,dataColetaTeste1,FaixaIdade,sexo,codigoEstadoTeste1,Óbito,Cura,casosConfirmados,casosDescartados,casosInconclusivos,Populacao
Alagoas,AL,2021-03-11,31-45,Feminino,3.0,0,129,117,230,0,348
Alagoas,AL,2021-03-11,31-45,Masculino,2.0,0,4,0,0,0,28
Alagoas,AL,2021-03-11,31-45,Masculino,3.0,0,86,81,164,1,247
Alagoas,AL,2021-03-11,46-60,Feminino,2.0,0,3,0,0,0,19
Alagoas,AL,2021-03-11,46-60,Feminino,3.0,0,46,57,77,0,134
Alagoas,AL,2021-03-11,46-60,Masculino,2.0,0,2,0,0,0,15
Alagoas,AL,2021-03-11,46-60,Masculino,3.0,0,39,38,47,0,85
Alagoas,AL,2021-03-11,sem referencia,Feminino,-1.0,0,0,0,1,0,1
Alagoas,AL,2021-03-11,sem referencia,Feminino,2.0,0,1,0,0,0,23
Alagoas,AL,2021-03-11,sem referencia,Feminino,3.0,4,77,99,111,1,211
Alagoas,AL,2021-03-11,sem referencia,Masculino,2.0,1,3,0,0,0,20
Alagoas,AL,2021-03-11,sem referencia,Masculino,3.0,2,41,68,73,1,142
Alagoas,AL,2021-03-12,0-18,Feminino,2.0,0,3,0,0,0,9
Alagoas,AL,2021-03-12,0-18,Feminino,3.0,0,18,28,65,0,93
Alagoas,AL,2021-03-12,0-18,Masculino,2.0,0,2,0,0,0,9
Alagoas,AL,2021-03-12,0-18,Masculino,3.0,0,29,33,53,1,87
Alagoas,AL,2021-03-12,19-30,Feminino,2.0,0,3,0,0,0,18
Alagoas,AL,2021-03-12,19-30,Feminino,3.0,0,87,80,167,0,248
Alagoas,AL,2021-03-12,19-30,Masculino,2.0,0,1,0,0,0,13
Alagoas,AL,2021-03-12,19-30,Masculino,3.0,0,68,53,99,1,153
Alagoas,AL,2021-03-12,31-45,Feminino,2.0,0,7,0,0,0,31
Alagoas,AL,2021-03-12,31-45,Feminino,3.0,0,137,127,212,1,341
Alagoas,AL,2021-03-12,31-45,Masculino,2.0,0,1,0,0,0,18
Alagoas,AL,2021-03-12,31-45,Masculino,3.0,0,83,91,138,0,230
Alagoas,AL,2021-03-12,46-60,Feminino,2.0,0,2,0,0,0,14
Alagoas,AL,2021-03-12,46-60,Feminino,3.0,0,42,63,63,0,126
Alagoas,AL,2021-03-12,46-60,Masculino,2.0,0,0,0,0,0,6
Alagoas,AL,2021-03-12,46-60,Masculino,3.0,0,36,31,50,0,81
Alagoas,AL,2021-03-12,sem referencia,Feminino,2.0,0,4,0,0,0,26
Alagoas,AL,2021-03-12,sem referencia,Feminino,3.0,3,69,93,100,0,194
Alagoas,AL,2021-03-12,sem referencia,Masculino,2.0,0,2,0,0,0,23
Alagoas,AL,2021-03-12,sem referencia,Masculino,3.0,2,46,61,62,0,123
Alagoas,AL,2021-03-13,0-18,Feminino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-13,0-18,Feminino,3.0,1,17,15,50,0,65
Alagoas,AL,2021-03-13,0-18,Masculino,2.0,0,0,0,0,0,3
Alagoas,AL,2021-03-13,0-18,Masculino,3.0,0,13,12,38,0,50
Alagoas,AL,2021-03-13,19-30,Feminino,2.0,0,1,0,0,0,7
Alagoas,AL,2021-03-13,19-30,Feminino,3.0,0,38,37,90,1,128
Alagoas,AL,2021-03-13,19-30,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-13,19-30,Masculino,3.0,0,28,25,72,0,97
Alagoas,AL,2021-03-13,31-45,Feminino,2.0,0,1,0,0,0,7
Alagoas,AL,2021-03-13,31-45,Feminino,3.0,0,69,65,154,1,221
Alagoas,AL,2021-03-13,31-45,Masculino,2.0,0,0,0,0,0,6
Alagoas,AL,2021-03-13,31-45,Masculino,3.0,0,46,62,113,0,175
Alagoas,AL,2021-03-13,46-60,Feminino,2.0,0,1,0,0,0,6
Alagoas,AL,2021-03-13,46-60,Feminino,3.0,0,17,18,43,0,61
Alagoas,AL,2021-03-13,46-60,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-13,46-60,Masculino,3.0,1,19,23,31,0,54
Alagoas,AL,2021-03-13,sem referencia,Feminino,2.0,0,1,0,0,0,8
Alagoas,AL,2021-03-13,sem referencia,Feminino,3.0,4,39,45,80,0,125
Alagoas,AL,2021-03-13,sem referencia,Masculino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-13,sem referencia,Masculino,3.0,3,29,45,61,0,106
Alagoas,AL,2021-03-14,0-18,Feminino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-14,0-18,Feminino,3.0,0,12,14,16,0,30
Alagoas,AL,2021-03-14,0-18,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-14,0-18,Masculino,3.0,0,9,14,16,0,30
Alagoas,AL,2021-03-14,19-30,Feminino,2.0,0,0,0,0,0,6
Alagoas,AL,2021-03-14,19-30,Feminino,3.0,0,41,25,73,0,98
Alagoas,AL,2021-03-14,19-30,Masculino,2.0,0,0,0,0,0,4
Alagoas,AL,2021-03-14,19-30,Masculino,3.0,0,24,29,55,0,84
Alagoas,AL,2021-03-14,31-45,Feminino,2.0,0,1,0,0,0,6
Alagoas,AL,2021-03-14,31-45,Feminino,3.0,1,39,53,95,0,148
Alagoas,AL,2021-03-14,31-45,Masculino,2.0,0,0,0,0,0,6
Alagoas,AL,2021-03-14,31-45,Masculino,3.0,1,33,57,65,0,122
Alagoas,AL,2021-03-14,46-60,Feminino,2.0,0,1,0,0,0,4
Alagoas,AL,2021-03-14,46-60,Feminino,3.0,0,14,24,35,1,60
Alagoas,AL,2021-03-14,46-60,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-14,46-60,Masculino,3.0,0,14,21,24,0,45
Alagoas,AL,2021-03-14,sem referencia,Feminino,2.0,0,1,0,0,0,8
Alagoas,AL,2021-03-14,sem referencia,Feminino,3.0,1,34,50,45,0,96
Alagoas,AL,2021-03-14,sem referencia,Masculino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-14,sem referencia,Masculino,3.0,2,32,38,39,0,77
Alagoas,AL,2021-03-15,0-18,Feminino,2.0,0,5,0,0,0,12
Alagoas,AL,2021-03-15,0-18,Feminino,3.0,1,40,48,59,0,107
Alagoas,AL,2021-03-15,0-18,Masculino,2.0,0,1,0,0,0,7
Alagoas,AL,2021-03-15,0-18,Masculino,3.0,0,30,38,64,0,102
Alagoas,AL,2021-03-15,19-30,Feminino,2.0,0,7,0,0,0,18
Alagoas,AL,2021-03-15,19-30,Feminino,3.0,0,97,72,186,0,260
Alagoas,AL,2021-03-15,19-30,Masculino,2.0,0,1,0,0,0,13
Alagoas,AL,2021-03-15,19-30,Masculino,3.0,0,69,52,139,0,191
Alagoas,AL,2021-03-15,31-45,Feminino,2.0,0,8,0,0,0,29
Alagoas,AL,2021-03-15,31-45,Feminino,3.0,1,159,168,293,2,463
Alagoas,AL,2021-03-15,31-45,Masculino,2.0,0,4,0,0,0,23
Alagoas,AL,2021-03-15,31-45,Masculino,3.0,0,111,109,172,0,281
Alagoas,AL,2021-03-15,46-60,Feminino,2.0,0,3,0,0,0,12
Alagoas,AL,2021-03-15,46-60,Feminino,3.0,0,69,88,102,0,190
Alagoas,AL,2021-03-15,46-60,Masculino,2.0,0,2,0,0,0,8
Alagoas,AL,2021-03-15,46-60,Masculino,3.0,0,44,57,57,0,114
Alagoas,AL,2021-03-15,sem referencia,Feminino,2.0,0,4,0,0,0,17
Alagoas,AL,2021-03-15,sem referencia,Feminino,3.0,2,90,107,134,0,243
Alagoas,AL,2021-03-15,sem referencia,Masculino,2.0,0,2,0,0,0,11
Alagoas,AL,2021-03-15,sem referencia,Masculino,3.0,1,57,89,93,0,182
Alagoas,AL,2021-03-16,0-18,Feminino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-16,0-18,Feminino,3.0,0,36,24,65,0,89
Alagoas,AL,2021-03-16,0-18,Masculino,2.0,0,0,0,0,0,10
Alagoas,AL,2021-03-16,0-18,Masculino,3.0,1,27,28,58,0,86
Alagoas,AL,2021-03-16,19-30,Feminino,2.0,0,0,0,0,0,19
Alagoas,AL,2021-03-16,19-30,Feminino,3.0,0,79,76,128,1,205
Alagoas,AL,2021-03-16,19-30,Masculino,2.0,0,3,0,0,0,19
Alagoas,AL,2021-03-16,19-30,Masculino,3.0,0,56,59,119,0,180
Alagoas,AL,2021-03-16,31-45,Feminino,2.0,0,3,0,0,0,31
Alagoas,AL,2021-03-16,31-45,Feminino,3.0,1,106,117,177,0,294
Alagoas,AL,2021-03-16,31-45,Masculino,2.0,0,3,0,0,0,26
Alagoas,AL,2021-03-16,31-45,Masculino,3.0,1,79,96,141,0,238
Alagoas,AL,2021-03-16,46-60,Feminino,2.0,0,1,0,0,0,8
Alagoas,AL,2021-03-16,46-60,Feminino,3.0,1,46,65,77,0,143
Alagoas,AL,2021-03-16,46-60,Masculino,2.0,0,1,0,0,0,7
Alagoas,AL,2021-03-16,46-60,Masculino,3.0,1,43,53,49,1,103
Alagoas,AL,2021-03-16,sem referencia,Feminino,2.0,0,2,0,0,0,13
Alagoas,AL,2021-03-16,sem referencia,Feminino,3.0,7,90,113,109,0,222
Alagoas,AL,2021-03-16,sem referencia,Masculino,2.0,0,0,0,0,0,11
Alagoas,AL,2021-03-16,sem referencia,Masculino,3.0,5,61,76,83,1,161
Alagoas,AL,2021-03-17,0-18,Feminino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-17,0-18,Feminino,3.0,0,53,36,62,0,99
Alagoas,AL,2021-03-17,0-18,Masculino,2.0,0,1,0,0,0,14
Alagoas,AL,2021-03-17,0-18,Masculino,3.0,0,32,26,57,0,83
Alagoas,AL,2021-03-17,19-30,Feminino,2.0,0,1,0,0,0,16
Alagoas,AL,2021-03-17,19-30,Feminino,3.0,0,87,69,151,0,220
Alagoas,AL,2021-03-17,19-30,Masculino,2.0,0,0,0,0,0,8
Alagoas,AL,2021-03-17,19-30,Masculino,3.0,1,54,64,110,0,174
Alagoas,AL,2021-03-17,31-45,Feminino,2.0,0,1,0,0,0,18
Alagoas,AL,2021-03-17,31-45,Feminino,3.0,1,138,157,197,2,356
Alagoas,AL,2021-03-17,31-45,Masculino,2.0,0,1,0,0,0,18
Alagoas,AL,2021-03-17,31-45,Masculino,3.0,0,80,94,135,3,232
Alagoas,AL,2021-03-17,46-60,Feminino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-17,46-60,Feminino,3.0,0,56,68,73,1,142
Alagoas,AL,2021-03-17,46-60,Masculino,2.0,0,1,0,0,0,7
Alagoas,AL,2021-03-17,46-60,Masculino,3.0,0,37,45,42,0,87
Alagoas,AL,2021-03-17,sem referencia,Feminino,2.0,0,1,0,0,0,19
Alagoas,AL,2021-03-17,sem referencia,Feminino,3.0,6,72,110,88,0,198
Alagoas,AL,2021-03-17,sem referencia,Masculino,2.0,0,0,0,0,0,12
Alagoas,AL,2021-03-17,sem referencia,Masculino,3.0,4,48,71,72,0,143
Alagoas,AL,2021-03-18,0-18,Feminino,2.0,0,1,0,0,0,10
Alagoas,AL,2021-03-18,0-18,Feminino,3.0,0,31,27,48,0,75
Alagoas,AL,2021-03-18,0-18,Masculino,2.0,0,0,0,0,0,12
Alagoas,AL,2021-03-18,0-18,Masculino,3.0,0,26,24,43,0,67
Alagoas,AL,2021-03-18,19-30,Feminino,2.0,0,0,0,0,0,20
Alagoas,AL,2021-03-18,19-30,Feminino,3.0,0,67,64,144,0,208
Alagoas,AL,2021-03-18,19-30,Masculino,2.0,0,1,0,0,0,24
Alagoas,AL,2021-03-18,19-30,Masculino,3.0,0,40,54,114,0,168
Alagoas,AL,2021-03-18,31-45,Feminino,2.0,0,0,0,0,0,44
Alagoas,AL,2021-03-18,31-45,Feminino,3.0,0,103,131,185,0,316
Alagoas,AL,2021-03-18,31-45,Masculino,2.0,0,1,0,0,0,21
Alagoas,AL,2021-03-18,31-45,Masculino,3.0,1,67,86,147,1,234
Alagoas,AL,2021-03-18,46-60,Feminino,2.0,0,0,0,0,0,12
Alagoas,AL,2021-03-18,46-60,Feminino,3.0,0,37,52,71,0,123
Alagoas,AL,2021-03-18,46-60,Masculino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-18,46-60,Masculino,3.0,0,33,40,51,0,91
Alagoas,AL,2021-03-18,sem referencia,Feminino,2.0,0,0,0,0,0,22
Alagoas,AL,2021-03-18,sem referencia,Feminino,3.0,2,74,106,101,1,208
Alagoas,AL,2021-03-18,sem referencia,Masculino,2.0,0,0,0,0,0,16
Alagoas,AL,2021-03-18,sem referencia,Masculino,3.0,6,37,56,71,1,129
Alagoas,AL,2021-03-19,0-18,Feminino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-19,0-18,Feminino,3.0,0,43,27,80,0,107
Alagoas,AL,2021-03-19,0-18,Masculino,2.0,0,2,0,0,0,13
Alagoas,AL,2021-03-19,0-18,Masculino,3.0,0,30,23,57,0,83
Alagoas,AL,2021-03-19,19-30,Feminino,2.0,0,3,0,0,0,10
Alagoas,AL,2021-03-19,19-30,Feminino,3.0,0,88,77,160,0,238
Alagoas,AL,2021-03-19,19-30,Masculino,2.0,0,1,0,0,0,8
Alagoas,AL,2021-03-19,19-30,Masculino,3.0,0,48,45,107,0,152
Alagoas,AL,2021-03-19,31-45,Feminino,2.0,0,4,0,0,0,21
Alagoas,AL,2021-03-19,31-45,Feminino,3.0,1,123,141,236,1,378
Alagoas,AL,2021-03-19,31-45,Masculino,2.0,0,5,0,0,0,18
Alagoas,AL,2021-03-19,31-45,Masculino,3.0,0,76,77,144,1,222
Alagoas,AL,2021-03-19,46-60,Feminino,2.0,0,1,0,0,0,14
Alagoas,AL,2021-03-19,46-60,Feminino,3.0,0,56,55,100,0,156
Alagoas,AL,2021-03-19,46-60,Masculino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-19,46-60,Masculino,3.0,1,30,37,55,0,92
Alagoas,AL,2021-03-19,61-75,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2021-03-19,sem referencia,Feminino,2.0,0,3,0,0,0,19
Alagoas,AL,2021-03-19,sem referencia,Feminino,3.0,5,58,86,109,1,196
Alagoas,AL,2021-03-19,sem referencia,Masculino,2.0,0,0,0,0,0,16
Alagoas,AL,2021-03-19,sem referencia,Masculino,3.0,3,61,69,104,0,173
Alagoas,AL,2021-03-20,0-18,Feminino,3.0,0,21,12,53,1,66
Alagoas,AL,2021-03-20,0-18,Masculino,2.0,0,1,0,0,0,3
Alagoas,AL,2021-03-20,0-18,Masculino,3.0,0,17,10,41,0,51
Alagoas,AL,2021-03-20,19-30,Feminino,2.0,0,1,0,0,0,4
Alagoas,AL,2021-03-20,19-30,Feminino,3.0,1,55,39,108,0,147
Alagoas,AL,2021-03-20,19-30,Masculino,3.0,0,43,28,116,1,145
Alagoas,AL,2021-03-20,31-45,Feminino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-20,31-45,Feminino,3.0,0,66,71,149,1,221
Alagoas,AL,2021-03-20,31-45,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-20,31-45,Masculino,3.0,0,65,67,122,0,189
Alagoas,AL,2021-03-20,46-60,Feminino,2.0,0,0,0,0,0,3
Alagoas,AL,2021-03-20,46-60,Feminino,3.0,0,32,35,63,0,98
Alagoas,AL,2021-03-20,46-60,Masculino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-20,46-60,Masculino,3.0,0,15,22,48,0,70
Alagoas,AL,2021-03-20,sem referencia,Feminino,2.0,0,1,0,0,0,3
Alagoas,AL,2021-03-20,sem referencia,Feminino,3.0,3,34,43,64,0,108
Alagoas,AL,2021-03-20,sem referencia,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-20,sem referencia,Masculino,3.0,3,40,54,39,0,93
Alagoas,AL,2021-03-21,0-18,Feminino,2.0,0,1,0,0,0,2
Alagoas,AL,2021-03-21,0-18,Feminino,3.0,0,23,19,25,0,45
Alagoas,AL,2021-03-21,0-18,Masculino,2.0,0,3,0,0,0,4
Alagoas,AL,2021-03-21,0-18,Masculino,3.0,0,9,11,18,0,29
Alagoas,AL,2021-03-21,19-30,Feminino,2.0,0,2,0,0,0,4
Alagoas,AL,2021-03-21,19-30,Feminino,3.0,1,37,32,52,1,85
Alagoas,AL,2021-03-21,19-30,Masculino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-21,19-30,Masculino,3.0,0,32,31,29,0,60
Alagoas,AL,2021-03-21,31-45,Feminino,2.0,0,3,0,0,0,9
Alagoas,AL,2021-03-21,31-45,Feminino,3.0,1,48,66,61,0,127
Alagoas,AL,2021-03-21,31-45,Masculino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-21,31-45,Masculino,3.0,0,61,54,62,0,116
Alagoas,AL,2021-03-21,46-60,Feminino,3.0,0,27,28,24,0,52
Alagoas,AL,2021-03-21,46-60,Masculino,2.0,0,2,0,0,0,3
Alagoas,AL,2021-03-21,46-60,Masculino,3.0,0,13,20,16,0,36
Alagoas,AL,2021-03-21,sem referencia,Feminino,2.0,0,1,0,0,0,3
Alagoas,AL,2021-03-21,sem referencia,Feminino,3.0,1,56,60,38,0,98
Alagoas,AL,2021-03-21,sem referencia,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-21,sem referencia,Masculino,3.0,4,35,50,29,0,79
Alagoas,AL,2021-03-22,0-18,Feminino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-22,0-18,Feminino,3.0,0,44,32,65,0,97
Alagoas,AL,2021-03-22,0-18,Masculino,2.0,0,0,0,0,0,3
Alagoas,AL,2021-03-22,0-18,Masculino,3.0,1,50,19,77,0,96
Alagoas,AL,2021-03-22,19-30,Feminino,2.0,0,1,0,0,0,12
Alagoas,AL,2021-03-22,19-30,Feminino,3.0,1,111,80,146,0,226
Alagoas,AL,2021-03-22,19-30,Masculino,2.0,0,2,0,0,0,10
Alagoas,AL,2021-03-22,19-30,Masculino,3.0,0,86,58,121,1,180
Alagoas,AL,2021-03-22,31-45,Feminino,2.0,0,3,0,0,0,15
Alagoas,AL,2021-03-22,31-45,Feminino,3.0,0,193,189,218,0,408
Alagoas,AL,2021-03-22,31-45,Masculino,2.0,0,0,0,0,0,12
Alagoas,AL,2021-03-22,31-45,Masculino,3.0,0,116,126,160,0,286
Alagoas,AL,2021-03-22,46-60,Feminino,2.0,0,1,0,0,0,12
Alagoas,AL,2021-03-22,46-60,Feminino,3.0,0,73,73,88,0,161
Alagoas,AL,2021-03-22,46-60,Masculino,2.0,0,0,0,0,0,11
Alagoas,AL,2021-03-22,46-60,Masculino,3.0,1,55,55,56,0,111
Alagoas,AL,2021-03-22,sem referencia,Feminino,2.0,0,2,0,0,0,14
Alagoas,AL,2021-03-22,sem referencia,Feminino,3.0,4,113,142,120,0,263
Alagoas,AL,2021-03-22,sem referencia,Masculino,2.0,0,3,0,0,0,11
Alagoas,AL,2021-03-22,sem referencia,Masculino,3.0,2,98,88,94,0,183
Alagoas,AL,2021-03-23,0-18,Feminino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-23,0-18,Feminino,3.0,0,31,16,62,0,78
Alagoas,AL,2021-03-23,0-18,Masculino,2.0,0,0,0,0,0,10
Alagoas,AL,2021-03-23,0-18,Masculino,3.0,0,38,26,51,0,77
Alagoas,AL,2021-03-23,19-30,Feminino,2.0,0,2,0,0,0,10
Alagoas,AL,2021-03-23,19-30,Feminino,3.0,0,114,85,141,0,226
Alagoas,AL,2021-03-23,19-30,Masculino,2.0,0,2,0,0,0,4
Alagoas,AL,2021-03-23,19-30,Masculino,3.0,0,63,50,97,0,147
Alagoas,AL,2021-03-23,31-45,Feminino,2.0,0,4,0,0,0,15
Alagoas,AL,2021-03-23,31-45,Feminino,3.0,1,144,133,183,1,317
Alagoas,AL,2021-03-23,31-45,Masculino,2.0,0,3,0,0,0,8
Alagoas,AL,2021-03-23,31-45,Masculino,3.0,1,115,112,153,0,265
Alagoas,AL,2021-03-23,46-60,Feminino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-23,46-60,Feminino,3.0,0,64,63,81,0,144
Alagoas,AL,2021-03-23,46-60,Masculino,2.0,0,1,0,0,0,6
Alagoas,AL,2021-03-23,46-60,Masculino,3.0,1,51,55,67,0,122
Alagoas,AL,2021-03-23,sem referencia,Feminino,2.0,0,3,0,0,0,10
Alagoas,AL,2021-03-23,sem referencia,Feminino,3.0,5,120,120,101,2,225
Alagoas,AL,2021-03-23,sem referencia,Masculino,2.0,0,2,0,0,0,6
Alagoas,AL,2021-03-23,sem referencia,Masculino,3.0,2,68,94,67,0,161
Alagoas,AL,2021-03-24,0-18,Feminino,2.0,0,0,0,0,0,4
Alagoas,AL,2021-03-24,0-18,Feminino,3.0,0,40,21,58,0,80
Alagoas,AL,2021-03-24,0-18,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-24,0-18,Masculino,3.0,0,34,26,52,0,78
Alagoas,AL,2021-03-24,19-30,Feminino,2.0,0,2,0,0,0,9
Alagoas,AL,2021-03-24,19-30,Feminino,3.0,0,96,59,123,1,183
Alagoas,AL,2021-03-24,19-30,Masculino,2.0,0,1,0,0,0,3
Alagoas,AL,2021-03-24,19-30,Masculino,3.0,1,60,49,91,0,141
Alagoas,AL,2021-03-24,31-45,Feminino,2.0,0,0,0,0,0,13
Alagoas,AL,2021-03-24,31-45,Feminino,3.0,0,159,121,207,0,328
Alagoas,AL,2021-03-24,31-45,Masculino,2.0,0,1,0,0,0,11
Alagoas,AL,2021-03-24,31-45,Masculino,3.0,0,99,77,135,1,213
Alagoas,AL,2021-03-24,46-60,Feminino,2.0,0,0,0,0,0,10
Alagoas,AL,2021-03-24,46-60,Feminino,3.0,0,66,72,78,0,150
Alagoas,AL,2021-03-24,46-60,Masculino,2.0,0,3,0,0,0,9
Alagoas,AL,2021-03-24,46-60,Masculino,3.0,1,52,44,54,0,98
Alagoas,AL,2021-03-24,sem referencia,Feminino,2.0,0,0,0,0,0,13
Alagoas,AL,2021-03-24,sem referencia,Feminino,3.0,6,84,104,103,0,207
Alagoas,AL,2021-03-24,sem referencia,Masculino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-24,sem referencia,Masculino,3.0,5,67,87,61,1,150
Alagoas,AL,2021-03-25,0-18,Feminino,2.0,0,0,0,0,0,6
Alagoas,AL,2021-03-25,0-18,Feminino,3.0,0,50,26,67,1,94
Alagoas,AL,2021-03-25,0-18,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-25,0-18,Masculino,3.0,0,39,22,54,0,76
Alagoas,AL,2021-03-25,19-30,Feminino,2.0,0,0,0,0,0,10
Alagoas,AL,2021-03-25,19-30,Feminino,3.0,1,98,77,120,0,197
Alagoas,AL,2021-03-25,19-30,Masculino,2.0,0,2,0,0,0,6
Alagoas,AL,2021-03-25,19-30,Masculino,3.0,0,70,40,100,1,142
Alagoas,AL,2021-03-25,31-45,Feminino,2.0,0,2,0,0,0,15
Alagoas,AL,2021-03-25,31-45,Feminino,3.0,1,127,114,187,0,302
Alagoas,AL,2021-03-25,31-45,Masculino,2.0,0,3,0,0,0,11
Alagoas,AL,2021-03-25,31-45,Masculino,3.0,0,106,95,148,0,244
Alagoas,AL,2021-03-25,46-60,Feminino,2.0,0,2,0,0,0,14
Alagoas,AL,2021-03-25,46-60,Feminino,3.0,1,43,53,59,1,114
Alagoas,AL,2021-03-25,46-60,Masculino,2.0,0,0,0,0,0,5
Alagoas,AL,2021-03-25,46-60,Masculino,3.0,0,47,51,50,0,102
Alagoas,AL,2021-03-25,sem referencia,Feminino,2.0,0,1,0,0,0,9
Alagoas,AL,2021-03-25,sem referencia,Feminino,3.0,3,96,110,97,0,207
Alagoas,AL,2021-03-25,sem referencia,Masculino,2.0,0,1,0,0,0,6
Alagoas,AL,2021-03-25,sem referencia,Masculino,3.0,7,63,73,75,0,148
Alagoas,AL,2021-03-26,0-18,Feminino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-26,0-18,Feminino,3.0,0,37,27,46,0,74
Alagoas,AL,2021-03-26,0-18,Masculino,2.0,0,1,0,0,0,5
Alagoas,AL,2021-03-26,0-18,Masculino,3.0,0,34,28,49,0,77
Alagoas,AL,2021-03-26,19-30,Feminino,2.0,0,1,0,0,0,12
Alagoas,AL,2021-03-26,19-30,Feminino,3.0,0,84,74,125,0,200
Alagoas,AL,2021-03-26,19-30,Masculino,2.0,0,0,0,0,0,15
Alagoas,AL,2021-03-26,19-30,Masculino,3.0,1,72,67,89,0,157
Alagoas,AL,2021-03-26,31-45,Feminino,2.0,0,2,0,0,0,22
Alagoas,AL,2021-03-26,31-45,Feminino,3.0,2,123,123,191,0,314
Alagoas,AL,2021-03-26,31-45,Masculino,2.0,0,1,0,0,0,9
Alagoas,AL,2021-03-26,31-45,Masculino,3.0,3,87,88,124,0,212
Alagoas,AL,2021-03-26,46-60,Feminino,2.0,0,2,0,0,0,13
Alagoas,AL,2021-03-26,46-60,Feminino,3.0,1,53,62,59,1,122
Alagoas,AL,2021-03-26,46-60,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-26,46-60,Masculino,3.0,0,41,33,48,1,82
Alagoas,AL,2021-03-26,sem referencia,Feminino,2.0,0,4,0,0,0,16
Alagoas,AL,2021-03-26,sem referencia,Feminino,3.0,4,86,92,115,0,207
Alagoas,AL,2021-03-26,sem referencia,Masculino,2.0,0,2,0,0,0,14
Alagoas,AL,2021-03-26,sem referencia,Masculino,3.0,4,55,75,55,0,130
Alagoas,AL,2021-03-27,0-18,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2021-03-27,0-18,Feminino,3.0,1,14,14,26,0,40
Alagoas,AL,2021-03-27,0-18,Masculino,2.0,0,0,0,0,0,7
Alagoas,AL,2021-03-27,0-18,Masculino,3.0,0,8,6,20,0,26
Alagoas,AL,2021-03-27,19-30,Feminino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-27,19-30,Feminino,3.0,0,29,36,54,0,90
Alagoas,AL,2021-03-27,19-30,Masculino,2.0,0,1,0,0,0,2
Alagoas,AL,2021-03-27,19-30,Masculino,3.0,0,30,26,47,1,74
Alagoas,AL,2021-03-27,31-45,Feminino,2.0,0,2,0,0,0,6
Alagoas,AL,2021-03-27,31-45,Feminino,3.0,1,59,65,85,0,150
Alagoas,AL,2021-03-27,31-45,Masculino,2.0,0,0,0,0,0,4
Alagoas,AL,2021-03-27,31-45,Masculino,3.0,0,42,50,52,0,102
Alagoas,AL,2021-03-27,46-60,Feminino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-27,46-60,Feminino,3.0,0,25,31,33,1,65
Alagoas,AL,2021-03-27,46-60,Masculino,2.0,0,1,0,0,0,2
Alagoas,AL,2021-03-27,46-60,Masculino,3.0,0,19,26,23,0,49
Alagoas,AL,2021-03-27,sem referencia,Feminino,2.0,0,0,0,0,0,4
Alagoas,AL,2021-03-27,sem referencia,Feminino,3.0,1,37,45,64,0,109
Alagoas,AL,2021-03-27,sem referencia,Masculino,2.0,0,0,0,0,0,2
Alagoas,AL,2021-03-27,sem referencia,Masculino,3.0,2,29,47,39,0,86
Alagoas,AL,2021-03-28,0-18,Feminino,2.0,0,0,0,0,0,3
Alagoas,AL,2021-03-28,0-18,Feminino,3.0,0,18,8,24,0,32
Alagoas,AL,2021-03-28,0-18,Masculino,2.0,0,2,0,0,0,5
Alagoas,AL,2021-03-28,0-18,Masculino,3.0,1,8,9,12,0,21
Alagoas,AL,2021-03-28,19-30,Feminino,2.0,0,1,0,0,0,10
Alagoas,AL,2021-03-28,19-30,Feminino,3.0,0,24,27,39,0,66
