estado,estadoIBGE,dataColetaTeste1,FaixaIdade,sexo,codigoEstadoTeste1,Óbito,Cura,casosConfirmados,casosDescartados,casosInconclusivos,Populacao
Acre,AC,2020-12-31,sem referencia,Feminino,3.0,0,0,1,0,0,1
Acre,AC,2020-12-31,sem referencia,Masculino,3.0,0,0,1,0,0,1
Acre,AC,2021-01-08,19-30,Feminino,3.0,0,1,1,0,0,1
Acre,AC,2021-01-25,19-30,Feminino,3.0,0,0,0,1,0,1
Acre,AC,2021-02-01,31-45,Feminino,3.0,0,0,0,1,0,1
Acre,AC,2021-02-01,31-45,Masculino,3.0,0,0,0,1,0,1
Acre,AC,2021-02-08,31-45,Feminino,3.0,0,0,0,1,0,1
Acre,AC,2021-03-08,sem referencia,Masculino,3.0,0,1,1,0,0,1
Acre,AC,2021-05-31,sem referencia,Feminino,3.0,0,0,0,1,0,1
Acre,AC,2021-08-24,31-45,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,1970-01-01,0-18,Feminino,1.0,0,117,0,0,0,129
Alagoas,AL,1970-01-01,0-18,Feminino,2.0,0,3,0,0,0,3
Alagoas,AL,1970-01-01,0-18,Feminino,3.0,0,5,4,1,0,5
Alagoas,AL,1970-01-01,0-18,Masculino,1.0,0,113,0,0,0,115
Alagoas,AL,1970-01-01,0-18,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,1970-01-01,0-18,Masculino,3.0,0,4,0,5,0,5
Alagoas,AL,1970-01-01,19-30,Feminino,1.0,0,191,0,0,0,202
Alagoas,AL,1970-01-01,19-30,Feminino,2.0,0,2,0,0,0,2
Alagoas,AL,1970-01-01,19-30,Feminino,3.0,0,11,8,5,0,13
Alagoas,AL,1970-01-01,19-30,Masculino,1.0,0,154,0,0,0,160
Alagoas,AL,1970-01-01,19-30,Masculino,2.0,0,2,0,0,0,2
Alagoas,AL,1970-01-01,19-30,Masculino,3.0,0,7,0,7,0,7
Alagoas,AL,1970-01-01,31-45,Feminino,1.0,0,198,0,0,0,211
Alagoas,AL,1970-01-01,31-45,Feminino,2.0,0,2,0,0,0,2
Alagoas,AL,1970-01-01,31-45,Feminino,3.0,0,21,8,15,0,24
Alagoas,AL,1970-01-01,31-45,Masculino,1.0,0,149,0,0,0,157
Alagoas,AL,1970-01-01,31-45,Masculino,2.0,0,3,0,0,0,3
Alagoas,AL,1970-01-01,31-45,Masculino,3.0,0,8,5,3,0,9
Alagoas,AL,1970-01-01,46-60,Feminino,1.0,0,74,0,0,0,76
Alagoas,AL,1970-01-01,46-60,Feminino,2.0,0,2,0,0,0,2
Alagoas,AL,1970-01-01,46-60,Feminino,3.0,0,9,4,8,0,12
Alagoas,AL,1970-01-01,46-60,Masculino,1.0,0,49,0,0,0,56
Alagoas,AL,1970-01-01,46-60,Masculino,3.0,0,3,3,1,0,4
Alagoas,AL,1970-01-01,sem referencia,Feminino,1.0,2,121,0,0,0,134
Alagoas,AL,1970-01-01,sem referencia,Feminino,2.0,0,1,0,0,0,1
Alagoas,AL,1970-01-01,sem referencia,Feminino,3.0,1,14,11,5,0,16
Alagoas,AL,1970-01-01,sem referencia,Masculino,1.0,0,67,0,0,0,71
Alagoas,AL,1970-01-01,sem referencia,Masculino,2.0,0,2,0,0,0,2
Alagoas,AL,1970-01-01,sem referencia,Masculino,3.0,0,9,8,2,0,10
Alagoas,AL,1971-09-29,46-60,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,1984-01-15,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,1993-02-04,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,1994-04-27,19-30,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,1994-05-30,19-30,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2000-12-23,46-60,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2001-06-08,19-30,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2001-06-20,sem referencia,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2001-07-01,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2002-04-16,0-18,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2002-05-31,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2002-07-12,sem referencia,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2002-07-20,31-45,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2012-04-20,sem referencia,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2012-07-20,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2019-02-24,0-18,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-01-01,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-01-02,0-18,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-01-02,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-01-03,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-04,19-30,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-01-04,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-04,31-45,Feminino,1.0,0,0,0,0,0,1
Alagoas,AL,2020-01-04,31-45,Feminino,3.0,0,2,2,1,0,3
Alagoas,AL,2020-01-04,31-45,Masculino,3.0,0,0,1,1,0,2
Alagoas,AL,2020-01-04,sem referencia,Feminino,1.0,0,0,0,0,0,1
Alagoas,AL,2020-01-04,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-01-05,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-05,46-60,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-01-06,19-30,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-07,19-30,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-07,46-60,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-07,sem referencia,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-08,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-08,46-60,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-11,sem referencia,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-14,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-01-14,46-60,Masculino,3.0,0,0,1,1,0,2
Alagoas,AL,2020-01-15,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-18,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-20,46-60,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-01-20,46-60,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-20,sem referencia,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-21,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-01-22,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-01-23,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-25,31-45,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-26,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-26,19-30,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-26,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-01-26,31-45,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-01-26,46-60,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-28,31-45,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-01-30,31-45,Feminino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-01-30,sem referencia,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-01-30,sem referencia,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-01-31,0-18,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-01-31,19-30,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-02,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-02-03,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-03,19-30,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-04,19-30,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-02-04,sem referencia,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-02-05,19-30,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-02-05,19-30,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-02-05,sem referencia,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-07,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-07,46-60,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-02-08,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-02-09,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-02-09,31-45,Masculino,2.0,0,1,0,0,0,1
Alagoas,AL,2020-02-10,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-02-12,0-18,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-12,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-02-12,sem referencia,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-02-13,0-18,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-02-17,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-02-18,31-45,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-19,0-18,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-02-20,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-02-22,31-45,Feminino,3.0,0,2,1,1,0,2
Alagoas,AL,2020-02-22,31-45,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-24,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-24,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-02-25,0-18,Feminino,2.0,0,1,0,0,0,1
Alagoas,AL,2020-02-26,sem referencia,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-02,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-04,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-05,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-05,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-06,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-08,0-18,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-09,19-30,Feminino,3.0,0,0,2,0,0,2
Alagoas,AL,2020-03-09,31-45,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-03-10,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-03-15,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-16,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-16,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-03-18,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-19,31-45,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-20,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-23,19-30,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-03-23,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-03-24,46-60,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-03-29,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-04-01,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-04-02,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-04-04,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-04-04,46-60,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-04-04,sem referencia,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-04-08,46-60,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-04-08,sem referencia,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-04-11,19-30,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-04-11,46-60,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-04-12,sem referencia,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-04-15,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-04-16,sem referencia,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-04-20,0-18,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-04-23,sem referencia,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-04-24,0-18,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-04-24,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-04-27,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-04-29,31-45,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-04,sem referencia,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-05,19-30,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-05,46-60,Masculino,3.0,1,0,1,0,0,1
Alagoas,AL,2020-05-07,19-30,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-08,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-09,sem referencia,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-10,19-30,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-10,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-11,31-45,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-11,46-60,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-11,sem referencia,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-13,19-30,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-13,19-30,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-13,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-14,31-45,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-17,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-05-18,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-05-18,19-30,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-18,46-60,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-19,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-05-19,46-60,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-05-20,0-18,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-20,sem referencia,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-22,sem referencia,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-24,46-60,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-26,sem referencia,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-28,31-45,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-30,31-45,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-05-31,31-45,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-05-31,46-60,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-02,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-02,sem referencia,Feminino,3.0,0,0,2,0,0,2
Alagoas,AL,2020-06-03,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-03,31-45,Feminino,3.0,0,2,3,0,0,3
Alagoas,AL,2020-06-05,0-18,Feminino,3.0,0,0,0,0,1,1
Alagoas,AL,2020-06-05,19-30,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-06-05,46-60,Masculino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-06-08,31-45,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-10,31-45,Masculino,3.0,0,2,2,0,0,2
Alagoas,AL,2020-06-13,19-30,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-13,46-60,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-14,19-30,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-06-15,0-18,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-06-15,19-30,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-06-15,31-45,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-15,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-16,0-18,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-16,19-30,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-16,46-60,Feminino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-06-17,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-17,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-06-19,19-30,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-06-20,31-45,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-21,sem referencia,Feminino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-06-21,sem referencia,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-22,0-18,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-22,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-22,19-30,Feminino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-22,19-30,Masculino,3.0,0,1,1,2,0,3
Alagoas,AL,2020-06-22,31-45,Feminino,3.0,0,0,0,14,0,14
Alagoas,AL,2020-06-22,31-45,Masculino,3.0,0,0,1,20,0,21
Alagoas,AL,2020-06-22,46-60,Feminino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-22,46-60,Masculino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-22,sem referencia,Feminino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-22,sem referencia,Masculino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-06-23,0-18,Feminino,3.0,0,0,0,6,0,6
Alagoas,AL,2020-06-23,0-18,Masculino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-23,19-30,Feminino,3.0,0,0,0,19,0,19
Alagoas,AL,2020-06-23,19-30,Masculino,3.0,0,0,0,15,0,15
Alagoas,AL,2020-06-23,31-45,Feminino,3.0,0,0,0,26,0,26
Alagoas,AL,2020-06-23,31-45,Masculino,3.0,0,0,0,21,0,21
Alagoas,AL,2020-06-23,46-60,Feminino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-23,46-60,Masculino,3.0,0,0,0,11,0,11
Alagoas,AL,2020-06-23,sem referencia,Feminino,3.0,0,0,0,15,0,15
Alagoas,AL,2020-06-23,sem referencia,Masculino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-24,0-18,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-24,0-18,Masculino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-24,19-30,Feminino,3.0,0,1,2,10,0,12
Alagoas,AL,2020-06-24,19-30,Masculino,3.0,0,0,0,16,0,16
Alagoas,AL,2020-06-24,31-45,Feminino,3.0,0,0,0,32,0,32
Alagoas,AL,2020-06-24,31-45,Masculino,3.0,0,0,0,20,0,20
Alagoas,AL,2020-06-24,46-60,Feminino,3.0,0,0,0,13,0,13
Alagoas,AL,2020-06-24,46-60,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-24,sem referencia,Feminino,3.0,0,1,1,13,0,14
Alagoas,AL,2020-06-24,sem referencia,Masculino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-25,0-18,Feminino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-25,0-18,Masculino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-25,19-30,Feminino,3.0,0,1,1,19,0,20
Alagoas,AL,2020-06-25,19-30,Masculino,3.0,0,0,0,23,0,23
Alagoas,AL,2020-06-25,31-45,Feminino,3.0,0,0,0,20,0,20
Alagoas,AL,2020-06-25,31-45,Masculino,3.0,0,0,1,33,0,34
Alagoas,AL,2020-06-25,46-60,Feminino,3.0,0,1,1,7,0,8
Alagoas,AL,2020-06-25,46-60,Masculino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-25,sem referencia,Feminino,3.0,0,0,0,10,0,10
Alagoas,AL,2020-06-25,sem referencia,Masculino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-26,0-18,Feminino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-26,0-18,Masculino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-26,19-30,Feminino,3.0,0,0,0,15,0,15
Alagoas,AL,2020-06-26,19-30,Masculino,3.0,0,0,0,17,0,17
Alagoas,AL,2020-06-26,31-45,Feminino,3.0,0,0,0,20,0,20
Alagoas,AL,2020-06-26,31-45,Masculino,3.0,0,0,0,16,0,16
Alagoas,AL,2020-06-26,46-60,Feminino,3.0,0,0,0,9,0,9
Alagoas,AL,2020-06-26,46-60,Masculino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-06-26,sem referencia,Feminino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-26,sem referencia,Masculino,3.0,0,0,0,9,0,9
Alagoas,AL,2020-06-27,0-18,Feminino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-27,0-18,Masculino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-27,19-30,Feminino,3.0,0,0,0,9,0,9
Alagoas,AL,2020-06-27,19-30,Masculino,3.0,0,0,0,15,0,15
Alagoas,AL,2020-06-27,31-45,Feminino,3.0,0,0,0,17,0,17
Alagoas,AL,2020-06-27,31-45,Masculino,3.0,0,0,0,17,0,17
Alagoas,AL,2020-06-27,46-60,Feminino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-06-27,46-60,Masculino,3.0,0,0,0,3,0,3
Alagoas,AL,2020-06-27,sem referencia,Feminino,3.0,0,0,0,10,0,10
Alagoas,AL,2020-06-27,sem referencia,Masculino,3.0,0,0,0,3,0,3
Alagoas,AL,2020-06-28,0-18,Feminino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-06-28,0-18,Masculino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-28,19-30,Feminino,3.0,0,0,0,31,0,31
Alagoas,AL,2020-06-28,19-30,Masculino,3.0,0,0,0,14,0,14
Alagoas,AL,2020-06-28,31-45,Feminino,2.0,0,0,0,0,0,1
Alagoas,AL,2020-06-28,31-45,Feminino,3.0,0,0,0,41,0,41
Alagoas,AL,2020-06-28,31-45,Masculino,3.0,0,0,0,36,0,36
Alagoas,AL,2020-06-28,46-60,Feminino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-28,46-60,Masculino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-28,sem referencia,Feminino,3.0,0,0,0,18,0,18
Alagoas,AL,2020-06-28,sem referencia,Masculino,3.0,0,0,1,11,0,13
Alagoas,AL,2020-06-29,0-18,Feminino,3.0,0,0,0,6,0,6
Alagoas,AL,2020-06-29,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-29,19-30,Feminino,3.0,0,1,0,19,0,19
Alagoas,AL,2020-06-29,19-30,Masculino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-06-29,31-45,Feminino,3.0,0,1,0,26,0,26
Alagoas,AL,2020-06-29,31-45,Masculino,3.0,0,1,0,18,0,18
Alagoas,AL,2020-06-29,46-60,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-06-29,46-60,Masculino,3.0,0,0,0,3,0,3
Alagoas,AL,2020-06-29,sem referencia,Feminino,3.0,0,0,1,8,0,9
Alagoas,AL,2020-06-29,sem referencia,Masculino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-06-30,0-18,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-06-30,19-30,Feminino,3.0,0,0,0,6,0,6
Alagoas,AL,2020-06-30,19-30,Masculino,3.0,0,0,0,15,0,15
Alagoas,AL,2020-06-30,31-45,Feminino,3.0,0,0,0,18,0,18
Alagoas,AL,2020-06-30,31-45,Masculino,3.0,0,0,0,6,0,6
Alagoas,AL,2020-06-30,46-60,Feminino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-30,46-60,Masculino,3.0,0,0,0,4,0,4
Alagoas,AL,2020-06-30,sem referencia,Feminino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-06-30,sem referencia,Masculino,3.0,0,1,1,3,0,4
Alagoas,AL,2020-07-01,19-30,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-07-02,19-30,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-07-03,31-45,Masculino,3.0,0,0,1,0,0,1
Alagoas,AL,2020-07-05,sem referencia,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-07-08,0-18,Feminino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-07-08,31-45,Masculino,3.0,0,1,1,0,0,1
Alagoas,AL,2020-07-08,sem referencia,Feminino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-07-08,sem referencia,Masculino,3.0,0,1,0,1,0,1
Alagoas,AL,2020-07-09,sem referencia,Masculino,2.0,0,1,0,0,0,1
Alagoas,AL,2020-07-12,0-18,Feminino,3.0,0,0,0,3,0,3
Alagoas,AL,2020-07-12,0-18,Masculino,3.0,0,0,0,1,0,1
Alagoas,AL,2020-07-12,19-30,Feminino,3.0,0,0,0,10,0,10
Alagoas,AL,2020-07-12,19-30,Masculino,3.0,0,0,0,5,0,5
Alagoas,AL,2020-07-12,31-45,Feminino,3.0,0,0,0,16,0,16
Alagoas,AL,2020-07-12,31-45,Masculino,3.0,0,0,0,8,0,8
Alagoas,AL,2020-07-12,46-60,Feminino,3.0,0,0,0,2,0,2
Alagoas,AL,2020-07-12,sem referencia,Feminino,3.0,0,0,0,8,0,8
Alagoas,AL,2020-07-12,sem referencia,Masculino,3.0,0,0,0,7,0,7
Alagoas,AL,2020-07-13,0-18,Feminino,3.0,0,0,0,3,0,3
Alagoas,AL,2020-07-13,0-18,Masculino,3.0,0,0,1,3,0,4
Alagoas,AL,2020-07-13,19-30,Feminino,3.0,0,0,0,24,0,24
Alagoas,AL,2020-07-13,19-30,Masculino,3.0,0,0,0,11,0,12
Alagoas,AL,2020-07-13,31-45,Feminino,3.0,0,0,1,29,0,31
Alagoas,AL,2020-07-13,31-45,Masculino,3.0,0,0,1,25,0,26
Alagoas,AL,2020-07-13,46-60,Feminino,3.0,0,0,0,19,0,19
Alagoas,AL,2020-07-13,46-60,Masculino,3.0,0,1,2,7,0,9
Alagoas,AL,2020-07-13,sem referencia,Feminino,3.0,0,0,0,12,0,12
Alagoas,AL,2020-07-13,sem referencia,Masculino,3.0,0,0,0,9,0,9
Alagoas,AL,2020-07-14,0-18,Feminino,3.0,0,0,0,4,0,4
